Product_Id,Product_name,Price,city_code,type_id,seller_id
101,Honda,68000,1972,1,86
102,Bajaj,80000,1986,1,3
103,Royal Enfield,135000,2846,1,29
104,Bajaj,11100,85,1,42
105,Benelli,480000,4035,1,45
106,Suzuki,65000,2086,1,58
107,Yamaha,60000,2323,1,28
108,Honda,80000,1658,1,90
109,Hero,46000,1095,1,25
110,Royal Enfield,95000,1290,1,26
111,Hyosung,400000,3112,1,95
112,Bajaj,55000,2090,1,56
113,Yamaha,63000,2154,1,69
114,Bajaj,51000,112,1,87
115,TVS,69900,3128,1,33
116,Bajaj,125000,1681,1,2
117,Benelli,210000,2742,1,28
118,Honda,35900,4199,1,42
119,Honda,67000,4127,1,55
120,Hero,29339,422,1,74
121,Hero,19695,466,1,99
122,Hero,48672,3444,1,59
123,Honda,40000,3280,1,81
124,Yamaha,500000,2062,1,30
125,Ducati,800000,1982,1,48
126,Royal Enfield,110000,960,1,65
127,Royal Enfield,92500,1394,1,88
128,Bajaj,57000,3413,1,40
129,Royal Enfield,72500,3358,1,47
130,KTM,68000,1947,1,88
131,TVS,21500,2751,1,86
132,TVS,40000,2875,1,77
133,Royal Enfield,91000,2733,1,88
134,Harley-Davidson,300000,3094,1,100
135,Suzuki,47000,3799,1,81
136,Suzuki,53000,2784,1,57
137,Suzuki,51000,754,1,78
138,Bajaj,48000,3639,1,59
139,Bajaj,55000,2756,1,11
140,Royal Enfield,173300,1877,1,32
141,Royal Enfield,77000,3693,1,24
142,Bajaj,115000,3599,1,70
143,Bajaj,36000,1809,1,50
144,Bajaj,72000,2650,1,48
145,Royal Enfield,115000,2395,1,93
146,Honda,65000,308,1,100
147,Honda,99000,996,1,70
148,Yamaha,68500,1472,1,71
149,Yamaha,140000,1494,1,76
150,KTM,130000,1244,1,26
151,Bajaj,46000,1986,1,59
152,Hero,30000,3155,1,29
153,Bajaj,116000,3271,1,20
154,Royal Enfield,130000,2451,1,29
155,Royal Enfield,98000,342,1,71
156,Royal Enfield,85000,2539,1,80
157,Royal Enfield,110000,1873,1,17
158,Royal Enfield,173300,4203,1,16
159,Bajaj,50000,2865,1,74
160,Royal Enfield,100000,45,1,88
161,Royal Enfield,66000,1304,1,21
162,Royal Enfield,77000,878,1,92
163,Royal Enfield,92500,2774,1,22
164,Bajaj,57000,1191,1,39
165,Royal Enfield,72500,2228,1,16
166,Honda,80000,3449,1,32
167,Royal Enfield,123600,3726,1,7
168,Suzuki,950000,3902,1,85
169,Royal Enfield,107000,3642,1,35
170,Ducati,600000,3340,1,25
171,Yamaha,80000,4211,1,83
172,Suzuki,75000,1112,1,69
173,Hero,43778,1192,1,9
174,KTM,118000,2774,1,20
175,Yamaha,68000,2324,1,43
176,Bajaj,27000,2014,1,94
177,Hero,48500,1293,1,54
178,Hero,15000,2558,1,49
179,KTM,95000,1331,1,55
180,KTM,145000,597,1,91
181,Yamaha,62000,869,1,11
182,Hero,25000,3204,1,63
183,Ducati,700000,1205,1,20
184,Royal Enfield,160000,3104,1,44
185,Bajaj,47500,2993,1,67
186,Yamaha,21000,4171,1,59
187,Yamaha,18000,720,1,11
188,Hero,36000,1738,1,45
189,Yamaha,52000,403,1,87
190,Harley-Davidson,435000,3410,1,50
191,TVS,68000,727,1,16
192,Bajaj,80000,1014,1,50
193,Royal Enfield,110800,1142,1,55
194,TVS,85000,352,1,32
195,Royal Enfield,145000,3981,1,55
196,Bajaj,145000,1909,1,41
197,Royal Enfield,149000,4262,1,21
198,Hero,60000,3030,1,79
199,Royal Enfield,140000,1303,1,47
200,KTM,85000,1426,1,99
201,Bajaj,86000,2065,1,61
202,Royal Enfield,115000,1579,1,47
203,Suzuki,83000,2044,1,55
204,KTM,85000,455,1,37
205,Bajaj,86000,2013,1,72
206,Royal Enfield,115000,633,1,24
207,Suzuki,83000,1308,1,92
208,Bajaj,28000,3146,1,84
209,Hero,14500,1746,1,76
210,Hero,32000,4317,1,45
211,Bajaj,62500,2869,1,69
212,Yamaha,122500,1572,1,73
213,Bajaj,24500,3619,1,100
214,TVS,78500,2644,1,19
215,Royal Enfield,102500,282,1,1
216,TVS,28000,3438,1,95
217,Royal Enfield,130000,3292,1,50
218,Royal Enfield,130000,73,1,17
219,Bajaj,115000,1377,1,21
220,KTM,96000,257,1,86
221,Bajaj,29500,990,1,76
222,Yamaha,100000,3480,1,88
223,Royal Enfield,177982,3709,1,100
224,Royal Enfield,202000,1212,1,58
225,Suzuki,950000,1116,1,11
226,KTM,113000,923,1,15
227,Bajaj,45400,3400,1,16
228,Royal Enfield,105000,1518,1,24
229,Ducati,885000,1075,1,46
230,Yamaha,30000,3653,1,75
231,Bajaj,22000,2703,1,29
232,Royal Enfield,115000,2512,1,65
233,Bajaj,55000,1991,1,86
234,Bajaj,20000,155,1,90
235,Hero,56000,4259,1,99
236,TVS,28000,3638,1,61
237,Hero,44000,3498,1,82
238,Bajaj,190000,4251,1,59
239,Royal Enfield,78000,2173,1,64
240,Honda,18787,2634,1,15
241,Bajaj,51500,3557,1,79
242,Bajaj,54200,2157,1,81
243,Royal Enfield,175000,1431,1,51
244,Bajaj,48000,3521,1,36
245,Honda,40000,2941,1,32
246,Bajaj,102400,2131,1,99
247,Yamaha,65000,1912,1,62
248,KTM,170000,2209,1,1
249,Bajaj,12999,2682,1,15
250,KTM,87000,4003,1,39
251,Bajaj,45600,3040,1,64
252,Bajaj,42000,4174,1,78
253,Bajaj,47000,3282,1,35
254,Bajaj,31000,3051,1,24
255,Suzuki,72500,1542,1,91
256,Suzuki,80999,515,1,47
257,Bajaj,85000,4272,1,84
258,TVS,60000,1113,1,8
259,Bajaj,148999,1861,1,31
260,Bajaj,49000,4139,1,87
261,Hero,30000,1626,1,91
262,KTM,140000,3604,1,59
263,KTM,237818,1339,1,23
264,Hero,56000,986,1,59
265,TVS,28000,1625,1,72
266,Yamaha,23600,2354,1,42
267,Royal Enfield,100000,1142,1,60
268,KTM,160700,3940,1,75
269,Royal Enfield,78000,3136,1,49
270,Bajaj,45000,1272,1,17
271,Royal Enfield,60000,839,1,66
272,KTM,150000,3884,1,45
273,Bajaj,37000,1590,1,66
274,Royal Enfield,125000,2030,1,80
275,Bajaj,70000,243,1,89
276,Bajaj,40000,3023,1,14
277,Yamaha,62000,3895,1,25
278,Royal Enfield,280000,3606,1,2
279,Bajaj,44000,3567,1,91
280,Royal Enfield,85000,789,1,34
281,Bajaj,51000,3575,1,65
282,Bajaj,75000,4311,1,53
283,KTM,160000,2919,1,10
284,Bajaj,106000,3776,1,19
285,Triumph,599999,1716,1,73
286,Honda,85000,1244,1,27
287,Hero,31500,2295,1,28
288,Hyosung,150000,1224,1,86
289,Jawa,210000,87,1,69
290,Bajaj,50000,1905,1,58
291,Bajaj,29300,402,1,91
292,Bajaj,35740,2366,1,20
293,Yamaha,24500,1368,1,25
294,Hero,45000,3846,1,57
295,KTM,210000,838,1,25
296,Bajaj,70000,2303,1,73
297,Bajaj,37000,2159,1,23
298,KTM,150000,2684,1,17
299,Royal Enfield,71000,2995,1,93
300,Royal Enfield,100000,673,1,2
301,KTM,160700,1333,1,19
302,Royal Enfield,78000,1594,1,1
303,Bajaj,45000,2521,1,72
304,Yamaha,80400,1105,1,87
305,Royal Enfield,135000,443,1,58
306,Harley-Davidson,350000,3027,1,96
307,Hero,57000,578,1,50
308,Hero,76000,3406,1,27
309,Bajaj,42100,3269,1,41
310,Yamaha,73000,3855,1,46
311,Benelli,366000,3493,1,18
312,Honda,61200,1031,1,54
313,Royal Enfield,82000,4310,1,82
314,Royal Enfield,120000,778,1,44
315,Bajaj,40000,1901,1,96
316,TVS,80000,3358,1,20
317,Suzuki,81800,2345,1,61
318,Bajaj,45900,1352,1,98
319,Royal Enfield,125000,2902,1,43
320,Bajaj,86200,3485,1,50
321,Hero,40000,2764,1,85
322,Hero,10000,956,1,29
323,Hyosung,155000,2306,1,23
324,Bajaj,46000,770,1,28
325,KTM,215000,1023,1,80
326,Royal Enfield,60000,717,1,56
327,Honda,23000,551,1,99
328,Bajaj,55250,620,1,6
329,Hero,58000,641,1,59
330,Yamaha,66000,858,1,18
331,Hero,55000,1447,1,74
332,Royal Enfield,89730,1283,1,27
333,Royal Enfield,108000,904,1,88
334,Yamaha,314100,1519,1,89
335,Royal Enfield,125000,2399,1,50
336,Hero,18800,569,1,7
337,Harley-Davidson,417000,7,1,25
338,Bajaj,105000,3943,1,34
339,Honda,20000,899,1,70
340,Royal Enfield,88000,1189,1,10
341,Bajaj,47000,2720,1,100
342,Bajaj,95000,2947,1,45
343,Yamaha,108000,936,1,74
344,KTM,186100,2131,1,21
345,Honda,81500,1432,1,54
346,Bajaj,20000,3497,1,55
347,Bajaj,15000,1875,1,74
348,Bajaj,39000,711,1,24
349,Royal Enfield,102500,4174,1,9
350,Royal Enfield,87000,4007,1,79
351,Bajaj,118000,2402,1,82
352,Royal Enfield,131100,2110,1,67
353,Honda,85000,506,1,94
354,Royal Enfield,108000,4206,1,97
355,Royal Enfield,131100,529,1,42
356,Honda,42000,2482,1,17
357,Honda,45000,3675,1,7
358,Royal Enfield,87000,2564,1,4
359,Royal Enfield,102500,3150,1,28
360,BMW,255000,2875,1,72
361,TVS,78700,2079,1,26
362,Honda,62800,3449,1,53
363,Bajaj,35000,1423,1,49
364,Bajaj,33800,2265,1,7
365,Kawasaki,125000,3623,1,47
366,Royal Enfield,146000,204,1,60
367,Benelli,569400,3553,1,74
368,Indian,1900000,1884,1,6
369,Kawasaki,600000,3853,1,27
370,KTM,185000,11,1,13
371,Hero,32000,482,1,35
372,Hero,38000,2006,1,96
373,Bajaj,35000,2100,1,63
374,Hero,42000,181,1,94
375,TVS,9350,145,1,92
376,Kawasaki,330000,2750,1,42
377,Hero,36500,564,1,72
378,Hero,38000,2973,1,8
379,Royal Enfield,75000,577,1,53
380,BMW,255000,3319,1,79
381,Honda,42000,478,1,71
382,Benelli,230000,3943,1,69
383,TVS,31500,1569,1,74
384,Bajaj,35000,1692,1,71
385,Honda,62800,4035,1,3
386,Royal Enfield,46000,664,1,36
387,Royal Enfield,109900,1480,1,4
388,TVS,9350,227,1,87
389,Bajaj,35000,1849,1,84
390,Bajaj,65000,12,1,65
391,Jawa,175000,1618,1,100
392,Royal Enfield,126000,1094,1,6
393,Honda,25000,187,1,46
394,Honda,89000,4183,1,22
395,Royal Enfield,160000,3263,1,40
396,Bajaj,130000,63,1,91
397,Honda,33500,3092,1,12
398,Yamaha,128000,3583,1,94
399,Royal Enfield,143000,3289,1,5
400,Bajaj,31000,590,1,48
401,Suzuki,72000,2934,1,8
402,TVS,108500,2976,1,95
403,Bajaj,74500,1075,1,36
404,Bajaj,24000,2181,1,14
405,Bajaj,80000,1460,1,88
406,Bajaj,81000,61,1,66
407,Royal Enfield,115000,426,1,41
408,Bajaj,130000,4300,1,99
409,Honda,33500,3606,1,56
410,Yamaha,128000,1948,1,15
411,Royal Enfield,143000,154,1,17
412,Bajaj,31000,4310,1,39
413,Suzuki,72000,752,1,96
414,TVS,108500,1390,1,9
415,Bajaj,74500,4009,1,1
416,Bajaj,24000,2724,1,96
417,Bajaj,80000,2206,1,13
418,Bajaj,81000,3244,1,51
419,Royal Enfield,115000,164,1,80
420,Hero,56500,3615,1,15
421,Bajaj,75000,3295,1,88
422,Yamaha,72000,2416,1,48
423,Suzuki,73000,3547,1,94
424,Bajaj,69500,916,1,89
425,TVS,78500,1771,1,46
426,TVS,87000,3166,1,81
427,TVS,40000,3923,1,95
428,Mahindra,145000,983,1,78
429,Royal Enfield,265000,4134,1,55
430,Benelli,235000,1318,1,81
431,Harley-Davidson,400000,1366,1,46
432,Honda,30000,38,1,37
433,KTM,140000,350,1,7
434,Yamaha,98000,4029,1,70
435,Royal Enfield,74500,1073,1,25
436,TVS,75000,578,1,16
437,Hero,27500,2325,1,66
438,TVS,10200,349,1,87
439,Bajaj,57000,2229,1,88
440,TVS,21000,2313,1,88
441,Bajaj,68500,1199,1,62
442,KTM,174500,4206,1,58
443,Royal Enfield,108000,1256,1,1
444,Hero,32000,1936,1,28
445,Hero,38000,245,1,5
446,Bajaj,35000,4092,1,69
447,TVS,75000,647,1,5
448,Harley-Davidson,400000,2260,1,91
449,Suzuki,50000,2623,1,54
450,Royal Enfield,118000,676,1,7
451,Hero,27500,2200,1,65
452,Hero,33000,901,1,34
453,KTM,150000,3936,1,48
454,Bajaj,70000,3213,1,14
455,Royal Enfield,105000,1642,1,57
456,Bajaj,135000,248,1,21
457,Bajaj,140000,272,1,34
458,Hero,26000,1626,1,81
459,KTM,230000,1635,1,9
460,Honda,53000,1959,1,62
461,Bajaj,76000,4148,1,18
462,Bajaj,135000,3418,1,68
463,Bajaj,45000,3591,1,72
464,Bajaj,60000,3425,1,45
465,Hero,40000,2248,1,99
466,Royal Enfield,133000,2447,1,24
467,Bajaj,25000,1022,1,89
468,Suzuki,99999,2407,1,70
469,Honda,130000,4166,1,62
470,Hero,25000,2080,1,32
471,Bajaj,75000,159,1,61
472,Bajaj,53000,19,1,61
473,Suzuki,25000,1499,1,35
474,Bajaj,46500,759,1,35
475,Mahindra,18999,2247,1,43
476,Mahindra,17800,1532,1,87
477,Bajaj,52000,3349,1,32
478,Honda,70000,2676,1,1
479,Yamaha,85000,1391,1,59
480,Royal Enfield,150000,2142,1,36
481,Royal Enfield,115000,2910,1,59
482,Honda,93200,1227,1,88
483,KTM,155000,3343,1,11
484,Bajaj,78000,610,1,98
485,Royal Enfield,85000,4090,1,42
486,Bajaj,43000,4119,1,37
487,TVS,50390,2545,1,34
488,Royal Enfield,128700,3321,1,13
489,Harley-Davidson,510000,3806,1,92
490,Yamaha,65000,1218,1,9
491,Honda,55000,4247,1,12
492,Royal Enfield,126000,2484,1,97
493,Hero,53300,476,1,43
494,Bajaj,76000,4211,1,50
495,Bajaj,140000,921,1,25
496,Bajaj,13600,2301,1,86
497,TVS,73000,3536,1,30
498,Bajaj,17000,2453,1,62
499,Bajaj,29000,1029,1,99
500,Suzuki,49000,2915,1,17
501,Harley-Davidson,371100,176,1,93
502,Bajaj,30000,2637,1,58
503,Bajaj,70000,2805,1,26
504,Royal Enfield,131000,2628,1,29
505,Bajaj,65000,760,1,11
506,Hero,65000,3111,1,90
507,Royal Enfield,96000,3639,1,36
508,Bajaj,28500,1906,1,36
509,Bajaj,62400,3757,1,20
510,Royal Enfield,85000,3693,1,17
511,Bajaj,66000,3885,1,2
512,TVS,85000,927,1,99
513,Bajaj,18551,135,1,53
514,TVS,95000,966,1,47
515,Bajaj,130000,2819,1,83
516,Royal Enfield,98000,2617,1,76
517,Honda,53400,1559,1,69
518,Bajaj,120000,4119,1,74
519,Honda,58000,3445,1,34
520,Yamaha,97000,1631,1,4
521,Bajaj,38000,1578,1,57
522,Bajaj,24500,1777,1,51
523,KTM,129000,3876,1,80
524,Bajaj,20000,2751,1,75
525,Royal Enfield,123000,3122,1,53
526,Royal Enfield,62000,2848,1,11
527,Yamaha,82000,2104,1,55
528,Honda,24500,430,1,20
529,Yamaha,59300,3273,1,55
530,Hero,41000,2113,1,57
531,Yamaha,80000,2550,1,45
532,Royal Enfield,93500,1310,1,47
533,Honda,130000,102,1,68
534,KTM,155000,2905,1,19
535,Bajaj,75000,864,1,75
536,Suzuki,25000,3902,1,48
537,Bajaj,53000,398,1,96
538,TVS,50390,2187,1,23
539,Honda,93200,3936,1,10
540,Honda,55000,765,1,82
541,Bajaj,43000,3650,1,7
542,Yamaha,82000,82,1,76
543,Royal Enfield,123000,1522,1,33
544,Royal Enfield,62000,1178,1,26
545,KTM,150000,2096,1,39
546,Bajaj,22500,915,1,5
547,Yamaha,59300,317,1,28
548,Bajaj,69000,719,1,68
549,Bajaj,24500,3984,1,16
550,Bajaj,75800,2742,1,84
551,Hero,41000,1951,1,99
552,Yamaha,80000,856,1,49
553,Royal Enfield,93500,4319,1,94
554,KTM,129000,2366,1,64
555,Honda,24500,2880,1,95
556,TVS,30000,1703,1,87
557,Benelli,225000,108,1,98
558,Harley-Davidson,355000,3014,1,90
559,TVS,58000,2901,1,7
560,Bajaj,60000,1281,1,86
561,Suzuki,75200,244,1,95
562,Royal Enfield,130000,2148,1,80
563,Bajaj,26900,3840,1,89
564,KTM,145000,926,1,90
565,KTM,154000,3807,1,19
566,Harley-Davidson,350000,1247,1,47
567,Royal Enfield,105000,2003,1,72
568,BMW,260000,1271,1,28
569,Royal Enfield,89900,3815,1,55
570,Hero,25000,1321,1,58
571,KTM,220000,3293,1,39
572,KTM,150000,1554,1,20
573,Honda,60000,1459,1,68
574,Royal Enfield,110000,2782,1,29
575,Honda,42000,941,1,1
576,Yamaha,106000,159,1,84
577,Bajaj,34000,1814,1,37
578,Honda,55000,3156,1,89
579,Kawasaki,526300,2902,1,83
580,Bajaj,41000,1159,1,16
581,Royal Enfield,110000,1117,1,49
582,Honda,42000,2937,1,78
583,Harley-Davidson,350000,3609,1,94
584,Royal Enfield,105000,1503,1,69
585,Benelli,785000,4127,1,96
586,Honda,22000,374,1,33
587,KTM,165147,3345,1,64
588,Royal Enfield,90000,2227,1,64
589,KTM,140000,1859,1,47
590,Honda,16800,4222,1,85
591,Royal Enfield,70000,2357,1,65
592,Suzuki,58000,2536,1,32
593,Hero,32000,297,1,59
594,Hyosung,230000,180,1,64
595,TVS,91800,791,1,51
596,Royal Enfield,119000,4315,1,7
597,Hero,23000,2901,1,75
598,KTM,210000,498,1,21
599,Bajaj,43000,3814,1,52
600,Bajaj,45000,3413,1,70
601,Hero,42000,2074,1,46
602,Benelli,440000,3475,1,80
603,KTM,72250,2400,1,68
604,Honda,18200,3446,1,86
605,Harley-Davidson,355000,2679,1,52
606,Benelli,225000,2589,1,44
607,Yamaha,106000,1404,1,20
608,TVS,58000,1810,1,58
609,Hyosung,395000,1190,1,16
610,Hyosung,140000,453,1,35
611,Yamaha,700000,1229,1,59
612,Hero,72000,3943,1,59
613,Yamaha,18000,44,1,48
614,Ducati,1000000,3939,1,3
615,Triumph,750000,461,1,2
616,Honda,29000,1519,1,81
617,Royal Enfield,120000,2189,1,8
618,Suzuki,1260000,3825,1,48
619,Indian,700000,3954,1,99
620,Bajaj,35000,2394,1,42
621,Royal Enfield,115000,740,1,11
622,Hero,25000,226,1,35
623,Royal Enfield,143500,2091,1,14
624,Royal Enfield,118000,4138,1,76
625,Royal Enfield,129500,2578,1,78
626,Yamaha,138000,2187,1,55
627,Bajaj,63000,4040,1,68
628,Jawa,200000,3388,1,1
629,Yamaha,77500,3340,1,52
630,Royal Enfield,99000,3778,1,24
631,Bajaj,27000,1849,1,89
632,Bajaj,44000,1920,1,84
633,Bajaj,28000,3452,1,46
634,Yamaha,22000,1950,1,25
635,Bajaj,19000,1632,1,3
636,KTM,126999,1360,1,34
637,TVS,25000,1274,1,24
638,Bajaj,90000,4242,1,22
639,Honda,89000,3703,1,36
640,Bajaj,47000,3128,1,68
641,Bajaj,119500,2058,1,11
642,Royal Enfield,130000,2533,1,9
643,Bajaj,62000,2196,1,80
644,Bajaj,70000,3734,1,56
645,Bajaj,31000,899,1,70
646,Bajaj,41500,1021,1,63
647,Hero,52500,3730,1,17
648,TVS,36000,3811,1,90
649,Honda,40000,3642,1,94
650,Royal Enfield,143500,2389,1,16
651,Royal Enfield,118000,2932,1,26
652,Royal Enfield,129500,1824,1,72
653,Yamaha,138000,246,1,4
654,Bajaj,63000,2601,1,81
655,Jawa,200000,2111,1,22
656,Yamaha,77500,394,1,59
657,Royal Enfield,99000,3727,1,58
658,Bajaj,27000,46,1,11
659,Bajaj,44000,740,1,73
660,Hyosung,160000,2452,1,65
661,Kawasaki,470000,2132,1,48
662,Yamaha,700000,3626,1,65
663,Royal Enfield,115000,422,1,45
664,Honda,29000,3677,1,16
665,TVS,89000,2018,1,3
666,Bajaj,34000,1287,1,11
667,Yamaha,112000,90,1,64
668,Honda,27000,898,1,86
669,Hero,25000,496,1,86
670,Suzuki,39100,3604,1,89
671,Bajaj,58500,665,1,37
672,Royal Enfield,126000,3144,1,63
673,Hero,45000,302,1,44
674,Bajaj,48000,692,1,38
675,Bajaj,44800,1157,1,77
676,Bajaj,20300,50,1,94
677,Bajaj,62000,2506,1,99
678,Hero,45000,666,1,96
679,Bajaj,45000,2716,1,33
680,Hero,16000,3329,1,92
681,Honda,43300,2147,1,29
682,Royal Enfield,135000,1059,1,30
683,TVS,70000,3660,1,24
684,Hero,75700,354,1,72
685,Royal Enfield,110000,4195,1,5
686,Bajaj,95000,92,1,97
687,Yamaha,28000,2089,1,47
688,Royal Enfield,113000,208,1,97
689,Honda,40000,501,1,77
690,Honda,24000,4122,1,92
691,Bajaj,101300,1250,1,73
692,Hero,28000,1346,1,27
693,Bajaj,57000,2239,1,36
694,Bajaj,89100,2050,1,31
695,Royal Enfield,108000,3928,1,22
696,TVS,93000,1596,1,63
697,Bajaj,54000,1266,1,1
698,Royal Enfield,119000,1245,1,59
699,Hero,21100,104,1,2
700,Bajaj,75000,2905,1,42
701,Bajaj,22000,638,1,79
702,Bajaj,79999,1581,1,78
703,Suzuki,85000,3424,1,4
704,Suzuki,52200,448,1,37
705,Bajaj,48000,757,1,49
706,Royal Enfield,120000,3459,1,7
707,Royal Enfield,120000,4086,1,90
708,Hero,29500,338,1,42
709,Hero,51300,2164,1,80
710,Hero,35242,4005,1,26
711,Bajaj,65000,1529,1,25
712,KTM,110000,1963,1,47
713,Bajaj,70000,488,1,99
714,Bajaj,68000,1935,1,69
715,Hero,30000,1778,1,13
716,TVS,30000,4155,1,92
717,Yamaha,108000,444,1,64
718,Bajaj,150000,2285,1,95
719,Royal Enfield,174600,1424,1,45
720,Honda,33000,1274,1,2
721,Bajaj,91500,2017,1,47
722,Bajaj,94500,662,1,37
723,Bajaj,80000,1100,1,32
724,Suzuki,90000,4026,1,58
725,Bajaj,26900,61,1,46
726,Royal Enfield,72378,743,1,96
727,Royal Enfield,110000,2487,1,27
728,Bajaj,17500,557,1,8
729,Yamaha,308000,200,1,86
730,Bajaj,150800,2314,1,66
731,Bajaj,55000,1177,1,2
732,Bajaj,110000,4216,1,94
733,Royal Enfield,120000,196,1,9
734,TVS,199999,530,1,90
735,Yamaha,58000,2137,1,86
736,Hero,32000,2941,1,64
737,Bajaj,31500,3182,1,53
738,Bajaj,21000,721,1,91
739,Hero,20000,3462,1,94
740,Honda,52000,1835,1,87
741,TVS,90000,3794,1,34
742,Royal Enfield,154900,1950,1,89
743,Royal Enfield,125000,881,1,70
744,Yamaha,95000,1440,1,77
745,Bajaj,51900,3449,1,22
746,TVS,40000,1110,1,37
747,Bajaj,130000,4009,1,64
748,Honda,60000,2223,1,56
749,Royal Enfield,133600,1308,1,61
750,Honda,28000,2817,1,77
751,Hero,20600,2313,1,98
752,Royal Enfield,112000,1987,1,96
753,TVS,55000,2163,1,70
754,Honda,40000,412,1,55
755,Hero,21000,558,1,75
756,Suzuki,84000,4283,1,83
757,KTM,160000,3072,1,63
758,TVS,74700,3778,1,83
759,Yamaha,48600,597,1,66
760,Honda,39300,923,1,22
761,Suzuki,26900,3166,1,11
762,Royal Enfield,100000,1678,1,90
763,Yamaha,85000,1749,1,73
764,Hero,30000,432,1,27
765,Yamaha,61000,2835,1,95
766,Yamaha,69825,2758,1,75
767,Royal Enfield,85000,2879,1,27
768,Bajaj,20000,1756,1,79
769,Hero,23500,126,1,28
770,Suzuki,60000,2157,1,47
771,Yamaha,75000,1863,1,17
772,Royal Enfield,120000,1555,1,26
773,TVS,199999,2264,1,43
774,Yamaha,58000,365,1,71
775,Bajaj,21000,2577,1,89
776,Hero,20000,3844,1,34
777,Honda,52000,355,1,31
778,Yamaha,68900,3904,1,57
779,TVS,59999,4008,1,93
780,Yamaha,65000,3352,1,93
781,Hyosung,183000,1841,1,66
782,TVS,66400,775,1,96
783,Honda,31500,3769,1,4
784,Royal Enfield,130000,3301,1,28
785,Bajaj,100000,467,1,34
786,TVS,26500,2967,1,41
787,Hero,23000,1268,1,38
788,Hero,66000,3574,1,82
789,Yamaha,75000,3460,1,62
790,KTM,170000,1922,1,84
791,Bajaj,45000,2429,1,91
792,Honda,36500,3190,1,2
793,TVS,40200,296,1,14
794,Bajaj,16000,46,1,90
795,Bajaj,19784,347,1,66
